0,2.4
0.2,1.0
0.5,1.0
0.8,1.0
1,1.0
0,16.2
0.2,17.5
0.5,19.8
0.8,20.6
1,22.4
0,14.6
0.2,16.5
0.5,19.5
0.8,20.3
1,23.0
0,16.5
0.2,20.1
0.5,18.1
0.8,19.1
1,16.6
